rank,gene_id,train_variance
282,ENSG00000168743.13,2.4841094842023006
283,ENSG00000062038.14,2.471105264430197
284,ENSG00000099194.6,2.458027913637619
285,ENSG00000163879.11,2.4550441920089203
286,ENSG00000117983.17,2.4430107349190844
287,ENSG00000137699.17,2.441130101884339
288,ENSG00000115221.12,2.4385174771159015
289,ENSG00000165474.8,2.4374428359290206
290,ENSG00000124143.10,2.4367217043414984
291,ENSG00000278828.1,2.427756532063573
292,ENSG00000163751.4,2.422871370753205
293,ENSG00000130513.6,2.4130653253757703
294,ENSG00000134757.5,2.41198167490025
295,ENSG00000169715.15,2.407573217997612
296,ENSG00000198729.5,2.4040897596788797
297,ENSG00000114115.10,2.403701646574129
298,ENSG00000157601.14,2.401622715212752
299,ENSG00000271503.6,2.3987961768269104
300,ENSG00000120738.8,2.3968455191926807
301,ENSG00000113296.14,2.3865049360787975
302,ENSG00000204710.2,2.3816097304766126
303,ENSG00000173917.10,2.3772869302885007
304,ENSG00000041982.16,2.375738858037263
305,ENSG00000175315.3,2.365029278008387
306,ENSG00000065618.21,2.360093616690064
307,ENSG00000130303.13,2.356732512468149
308,ENSG00000140284.11,2.355566191581319
309,ENSG00000138207.14,2.353990541872536
310,ENSG00000166165.13,2.3531705080475738
311,ENSG00000120885.22,2.348894949002305
312,ENSG00000084207.18,2.3390725646580837
313,ENSG00000121005.9,2.338816742229442
314,ENSG00000196091.15,2.333218420726306
315,ENSG00000188001.10,2.3321631513959957
316,ENSG00000170561.13,2.3259915192920744
317,ENSG00000167588.13,2.325664832696024
318,ENSG00000159167.12,2.325608060284778
319,ENSG00000172137.19,2.32121007873395
320,ENSG00000103257.9,2.3181121523027954
321,ENSG00000170476.16,2.314069461637963
322,ENSG00000108932.12,2.3066939267967546
323,ENSG00000168542.16,2.305428016922841
